dte_dateof,amt_price,houseno,houseunit,stdir,stname,sttype,stsuffix,heatedarea,yearbuilt,fullbaths,halfbaths,bedrooms,actype,vacantorim,totalac,siding,area,geometry
2016-05-06,985000,728,NA,NA,QUEENS,RD,NA,2723,1921,3,1,3,AC-CENTRAL,IMP,0.597,WOOD ON SHTG,03101,"list(list(c(442964.316555045, 442961.287707777, 442958.12929317, 442949.717828436, 442941.258994644, 442932.792324073, 442924.357385623, 442935.245815904, 442941.960382833, 442952.981782375, 442964.316555045, 163022.269501449, 163021.213587803, 163020.653867721, 163019.672872688, 163019.268866343, 163019.443736802, 163020.196666804, 163077.947809807, 163106.524771959, 163106.573349563, 163022.269501449)))"
2016-12-20,2365500,500,NA,NA,UNIVERSITY CENTER,BV,NA,5445,1995,0,0,0,AC-CENTRAL,IMP,2.11,FACE BRICK,03103,"list(list(c(449924.447809807, 449990.245117399, 450019.556587281, 450048.730258372, 450048.577858067, 450036.61424364, 450036.690443792, 450031.432823777, 450021.901699759, 450012.823720706, 450004.21123379, 449996.075953063, 449993.507717648, 449990.925142463, 449988.393329662, 449985.976101774, 449983.734392843, 449981.724712389, 449979.997720907, 449924.447809807, 174314.821190554, 174395.230639373, 174370.49954725, 174345.606052126, 174334.176029263, 174318.003308918, 174317.658884232, 174311.315983543, 
174299.202618213, 174286.746044007, 174273.963203407, 174260.871482657, 174260.576353243, 174260.6914181, 174261.213776655, 174262.130261162, 174263.41776867, 174265.043843385, 174266.967494846, 174314.821190554)))"
2021-06-30,200000,9748,NA,NA,OLD GATE,DR,NA,1500,1983,2,1,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(list(c(451973.317429199, 451977.660829202, 451983.6410292, 451978.956229198, 451973.317429199, 157996.531059407, 158018.083459402, 158016.894759407, 157995.281359403, 157996.531059407)))"
2018-08-08,243000,4311,NA,NA,OWLS PERCH,DR,NA,2248,2005,2,1,3,AC-CENTRAL,IMP,0.22,"ALUM,VINYL",03108,"list(list(c(427977.545029198, 427965.9260292, 427954.913529201, 427951.4845292, 427940.968929198, 427960.134829199, 427965.753029199, 427971.5678292, 427977.545029198, 154712.779959406, 154674.612859405, 154678.736759406, 154680.013859403, 154685.546059403, 154719.781259402, 154717.003459407, 154714.665159403, 154712.779959406)))"
2020-11-09,245000,20917,NA,NA,SIERRA VISTA,DR,NA,1073,1976,1,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03106,"list(list(c(438308.761729202, 438288.263829198, 438291.9214292, 438313.181329198, 438308.761729202, 195702.240959405, 195704.697659405, 195750.381159405, 195748.000659405, 195702.240959405)))"
2016-05-11,227000,6310,NA,NA,STONEY VALLEY,CT,NA,2326,2000,2,1,4,AC-CENTRAL,IMP,0.298,"ALUM,VINYL",03103,"list(list(c(449221.537979984, 449211.55576002, 449193.307157026, 449174.790710492, 449169.609100129, 449211.51918395, 449212.953512608, 449214.536572915, 449216.231122343, 449217.997295511, 449219.793542044, 449221.577604066, 449221.537979984, 181245.395739704, 181204.991180393, 181209.505277418, 181214.077286564, 181219.487687889, 181248.65386772, 181247.570990218, 181246.720200911, 181246.121515167, 181245.789017464, 181245.730530023, 181245.947428806, 181245.395739704)))"
2012-08-30,137000,20041,NA,NA,FLORAL,LN,NA,1222,1982,2,0,3,AC-CENTRAL,IMP,0,WOOD ON SHTG,03106,"list(list(c(440037.708739449, 440017.204589082, 439973.582684078, 439982.690126292, 439991.946920807, 439995.186951286, 440037.708739449, 192835.950984812, 192814.520271071, 192863.596400105, 192872.283217478, 192881.293123499, 192884.130817176, 192835.950984812)))"
2017-11-28,109000,11004,NA,NA,CARMEL CROSSING,RD,NA,1214,1983,2,1,2,AC-CENTRAL,IMP,0,Other,03104,"list(list(c(440587.566729199, 440593.242329202, 440586.612929201, 440581.278929202, 440587.566729199, 149527.557759407, 149525.634459407, 149506.624059401, 149508.452859406, 149527.557759407)))"
2019-04-03,800000,100,NA,NA,RANSON,RD,NA,15888,1962,0,0,0,AC-CENTRAL,IMP,1.854,FACE BRICK,03106,"list(list(c(442155.7660292, 442218.210529201, 442221.182329198, 442224.687529202, 442226.327329201, 442230.4421292, 442232.231329201, 442300.963829199, 442305.359929198, 442297.458229199, 442193.712929202, 442170.973029199, 442161.8224292, 442155.7660292, 185416.250659404, 185428.707859404, 185411.696959405, 185391.503859405, 185382.112959401, 185382.874959407, 185372.606259405, 185385.255459403, 185361.267059409, 185359.849359402, 185341.236059405, 185336.551959405, 185383.996659402, 185416.250659404
)))"
2016-12-05,159000,2700,NA,NA,SILKSTREAM,LN,NA,1558,1987,2,0,3,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(455376.498609908, 455323.798584505, 455319.822934818, 455316.178569266, 455314.528212926, 455313.069603051, 455311.897664723, 455310.966478843, 455369.762516437, 455376.498609908, 175976.447809807, 175953.526803962, 175959.72057219, 175966.114878639, 175969.268814678, 175972.515881941, 175976.645985505, 175980.836938586, 175996.960890831, 175976.447809807)))"
2013-08-23,302000,7035,NA,NA,BLAKENEY GREENS,BV,NA,2077,2003,2,0,3,AC-CENTRAL,IMP,0.1,HARDIPLANK,03104,"list(list(c(445123.399295711, 445120.503689919, 445113.340875594, 445109.186443286, 445112.082049078, 445123.399295711, 144450.103496878, 144415.459859593, 144417.337431346, 144418.431665534, 144453.075302822, 144450.103496878)))"
2021-12-17,295000,8225,NA,NA,BRAIDS BEND,CT,NA,1618,2002,2,1,3,AC-CENTRAL,IMP,0.192,"ALUM,VINYL",03102,"list(list(c(444039.052729199, 444038.366729201, 444037.961429202, 444037.8458292, 444038.022529201, 444038.107129198, 444037.994729198, 444037.6887292, 444037.198329201, 444036.538129202, 444027.622729198, 443999.428729202, 444003.275229199, 444004.381729198, 444039.052729199, 175102.197259402, 175100.367459403, 175098.455859402, 175096.505059404, 175094.558959408, 175093.424359403, 175092.292259404, 175091.196459406, 175090.169859405, 175089.243259401, 175079.395159403, 175104.196759403, 175114.694159404, 
175117.742159404, 175102.197259402)))"
2012-05-03,185000,8205,NA,NA,PARKTON GATE,DR,NA,1360,1999,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03106,"list(list(c(438753.962668836, 438736.930410774, 438724.930410772, 438741.923044758, 438753.962668836, 190033.675140261, 190027.198127308, 190059.220479357, 190065.65786823, 190033.675140261)))"
2010-05-03,249000,1206,NA,NA,SOUTH,ST,NA,1647,2009,2,0,2,AC-CENTRAL,IMP,0.08,HARDIPLANK,03106,"list(list(c(441760.439681791, 441760.247657408, 441731.443999801, 441731.672600258, 441731.86462464, 441732.05360102, 441732.245625403, 441732.434601783, 441732.626626165, 441732.815602544, 441732.968002849, 441733.160027231, 441733.34900361, 441733.541027993, 441762.268485448, 441762.192285296, 441762.000260914, 441761.847860608, 441761.658884229, 441761.466859846, 441761.277883467, 441761.125483162, 441760.93345878, 441760.781058475, 441760.592082095, 441760.439681791, 193849.053347023, 193847.910344735, 
193854.405645726, 193855.301759517, 193856.19787331, 193857.093987097, 193857.987052888, 193858.88316668, 193859.779280469, 193860.675394263, 193861.568460051, 193862.464573842, 193863.360687633, 193864.256801426, 193858.40767773, 193858.026676965, 193857.130563176, 193856.234449383, 193855.341383593, 193854.445269804, 193853.549156011, 193852.653042221, 193851.738640391, 193850.845574601, 193849.94946081, 193849.053347023)))"
2022-05-26,450000,4036,NA,NA,BROOKVIEW,DR,NA,1828,1962,1,2,2,AC-CENTRAL,IMP,0,"ALUM,VINYL",03103,"list(list(c(449443.097429199, 449399.724329201, 449388.538129201, 449387.532329198, 449425.2666292, 449431.465229199, 449437.412329198, 449443.097429199, 164497.016659405, 164459.678659404, 164472.602159404, 164473.729959405, 164515.304759406, 164509.460859404, 164503.361159405, 164497.016659405)))"
2017-05-08,203000,11007,NA,NA,HOLM OAK,PL,NA,1943,2006,2,1,4,AC-CENTRAL,IMP,0.179,"ALUM,VINYL",03107,"list(list(c(449645.402829199, 449640.068629202, 449596.710929198, 449598.051908423, 449599.742930451, 449601.776529201, 449645.402829199, 178042.6088594, 178029.139659404, 178045.943159406, 178051.258689161, 178056.473430417, 178061.564359403, 178042.6088594)))"
2020-06-29,320000,19776,NA,NA,PLAYWRIGHTS,WY,NA,2344,2014,2,1,3,AC-CENTRAL,IMP,0.054,HARDIPLANK,03106,"list(list(c(441403.837029201, 441406.0736292, 441377.933729198, 441375.704129199, 441403.837029201, 193752.853059405, 193745.780359406, 193736.868759403, 193743.903559401, 193752.853059405)))"
2017-12-12,100000,3900,NA,NA,JOHNSTON OEHLER,RD,NA,1632,1984,2,0,4,AC-CENTRAL,IMP,1.1,"ALUM,VINYL",03103,"list(list(c(448797.6864292, 448789.258900787, 448780.682029198, 448736.52972173, 448692.216129199, 448659.258429202, 448659.470429199, 448797.6864292, 180718.198859405, 180714.382301549, 180710.914359406, 180697.694391817, 180685.025559401, 180757.231259404, 180757.172059402, 180718.198859405)))"
2022-07-08,409000,3738,NA,NA,SPEER,BV,NA,1936,2018,2,1,3,AC-CENTRAL,IMP,0.08,HARDIPLANK,03105,"list(list(c(435650.0961292, 435655.353129198, 435683.223429201, 435679.9262292, 435650.0961292, 160758.124459402, 160765.821259405, 160746.785759405, 160737.752259404, 160758.124459402)))"
2020-09-30,226500,4326,NA,NA,SAQUACHE,DR,NA,1496,1968,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03102,"list(list(c(443065.7848292, 443095.7467292, 443072.7342292, 443034.999929201, 443065.7848292, 174533.216859404, 174485.637459402, 174466.008359405, 174503.193959405, 174533.216859404)))"
2014-07-31,250000,2219,NA,NA,NORTH CASTLE,CT,NA,1655,2007,2,0,2,AC-CENTRAL,IMP,0.145,HARDIPLANK,03108,"list(list(c(452084.341129593, 452070.244101399, 452051.535439984, 452053.09906711, 452053.784868481, 452053.897644708, 452053.97384486, 452054.050045012, 452054.126245166, 452054.318269548, 452054.431045775, 452054.546870005, 452054.812046537, 452054.964446842, 452055.116847147, 452055.421647756, 452055.613672139, 452055.802648518, 452056.18364928, 452056.564650043, 452056.7932505, 452057.213875339, 452057.479051872, 452057.936252786, 452058.433077778, 452058.69825431, 452058.966478844, 452059.499879911, 
452060.033280978, 452060.60325812, 452061.176283264, 452061.481083874, 452062.051061016, 452062.355861625, 452062.660662234, 452062.965462844, 452063.270263454, 452063.575064063, 452063.879864673, 452064.489465891, 452064.794266502, 452065.099067111, 452065.403867721, 452065.70866833, 452066.013468939, 452066.318269549, 452066.891294694, 452067.196095304, 452067.766072445, 452068.223273359, 452069.177299266, 452070.015500942, 452070.853702618, 452071.72848037, 452072.566682046, 452073.404883723, 
452074.243085399, 452075.081287075, 452075.919488752, 452076.757690428, 452077.55931603, 452078.397517707, 452079.196095305, 452079.997720907, 452080.796298506, 452081.597924107, 452082.396501706, 452083.198127307, 452083.996704907, 452084.341129593, 149359.490735892, 149338.544838002, 149350.974606862, 149358.939046791, 149358.850654616, 149359.451111816, 149359.746768408, 149360.042424998, 149360.33808159, 149360.908058735, 149361.194571302, 149361.481083875, 149362.02362896, 149362.300997514, 
149362.566174046, 149363.081287075, 149363.328175567, 149363.575064066, 149364.053601018, 149364.510801934, 149364.730258372, 149365.14783521, 149365.349003611, 149365.730004374, 149366.071381057, 149366.242069398, 149366.394469706, 149366.690126294, 149366.94920681, 149367.177807267, 149367.375927667, 149367.461271838, 149367.604528122, 149367.662440236, 149367.720352354, 149367.756928426, 149367.796552503, 149367.823984561, 149367.833128579, 149367.842272597, 149367.833128579, 149367.814840542, 
149367.787408487, 149367.756928427, 149367.711208336, 149367.662440239, 149367.528327968, 149367.452127818, 149367.272295458, 149367.156471228, 149366.815094539, 149366.501149912, 149366.178061267, 149365.842780599, 149365.501403913, 149365.14783521, 149364.785122485, 149364.413265739, 149364.032264978, 149363.6421202, 149363.2428314, 149362.834398582, 149362.413773741, 149361.987052886, 149361.557284029, 149361.10922713, 149360.652026216, 149360.194825306, 149359.728480368, 149359.490735892)))"
2017-01-20,140000,1000,NA,NA,MORNING GLORY,DR,NA,1398,1998,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03103,"list(list(c(454315.616829198, 454333.098729202, 454349.681529199, 454332.198229201, 454315.616829198, 175227.332859405, 175264.572659405, 175256.861759403, 175219.612859406, 175227.332859405)))"
2022-05-23,287000,6504,NA,NA,LYNMONT,DR,NA,1016,2000,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(list(c(451746.125129201, 451756.305329201, 451757.1376292, 451765.976829202, 451764.8655292, 451763.690829199, 451761.900729202, 451760.336029202, 451759.0426292, 451740.8673292, 451738.2399292, 451746.125129201, 160979.471359405, 160975.012659403, 160940.264859402, 160930.703259405, 160930.050659402, 160929.520659404, 160928.353059404, 160926.897059405, 160925.195559405, 160924.433559404, 160982.842459405, 160979.471359405)))"
2017-04-19,159500,17715,NA,NA,DELMAS,DR,NA,1440,1999,2,1,2,AC-CENTRAL,IMP,0,"ALUM,VINYL",03106,"list(list(c(440609.2443292, 440582.080329199, 440581.355129199, 440609.055329198, 440609.274690395, 440609.2443292, 190980.099359405, 190977.392659402, 190983.318059408, 190985.738159406, 190982.922944473, 190980.099359405)))"
2016-09-15,185000,6901,NA,NA,PENCADE,LN,NA,2236,1966,2,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03103,"list(list(c(453069.432315777, 453069.493275894, 453070.414336775, 453071.718320349, 453074.370085649, 453078.302013514, 453065.345892104, 452997.866847145, 453008.502673916, 453010.666758242, 453069.432315777, 166578.683014276, 166570.849638611, 166566.110330396, 166561.461779836, 166554.60357562, 166546.678950271, 166548.233433376, 166556.346082602, 166586.790710492, 166593.130372674, 166578.683014276)))"
2021-08-02,295000,11613,NA,NA,RIMROCK CANYON,DR,NA,2104,1979,2,0,3,AC-CENTRAL,IMP,0,WOOD ON SHTG,03108,"list(list(c(439400.938429199, 439390.005229201, 439389.1670292, 439349.771629202, 439350.570129198, 439353.3482292, 439356.4376292, 439359.3172292, 439362.533629202, 439364.178129201, 439365.636029202, 439366.8770292, 439400.938429199, 148984.098259403, 148960.506659408, 148958.744959403, 148979.651159402, 148981.537959401, 148985.925559405, 148990.099759402, 148993.030059402, 148995.586159403, 148996.765659404, 148998.169359403, 148999.768059405, 148984.098259403)))"
2019-01-11,147000,941,NA,NA,SQUIRREL HILL,RD,NA,1300,1962,1,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03102,"list(list(c(446992.500529201, 446990.275529197, 446986.099729201, 447033.160929202, 447039.013129202, 446992.500529201, 170214.954259406, 170222.421859402, 170236.808459403, 170249.061359404, 170227.146259404, 170214.954259406)))"
2015-11-17,139000,3813,NA,NA,SIPES,LN,NA,1513,1999,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03103,"list(c(446457.273628959, 446431.155836223, 446416.652470714, 446443.86525964, 446450.35506249, 446457.273628959, 175937.993212399, 175895.831668076, 175917.336494084, 175947.980194874, 175942.698877909, 175937.993212399))"
2017-06-30,435000,9829,NA,NA,VIXEN,LN,NA,3056,1990,2,2,4,AC-CENTRAL,IMP,0,FACE BRICK,03106,"list(list(c(440975.705929199, 440972.962929201, 440869.7269292, 440873.293129198, 440875.670529202, 440975.705929199, 188581.934259402, 188536.488459407, 188541.456659402, 188568.736359403, 188587.359459406, 188581.934259402)))"
2019-06-07,125000,1826,NA,NA,STILL POND,CT,NA,1120,1984,2,0,3,AC-CENTRAL,IMP,0,"ALUM,VINYL",03102,"list(list(c(433299.0588292, 433294.578329203, 433224.4741292, 433225.3297292, 433226.788529198, 433299.0588292, 168593.049259405, 168569.366159407, 168588.355259398, 168597.223059403, 168612.462959405, 168593.049259405)))"
2010-05-05,250000,1847,NA,NA,LELA,AV,NA,1700,2006,3,0,3,AC-CENTRAL,IMP,0.101,HARDIPLANK,03101,"list(list(c(439707.796552506, 439703.529343971, 439669.431299774, 439675.106687126, 439709.207779328, 439707.796552506, 166075.432823778, 166069.373387658, 166093.205747325, 166101.282963476, 166077.432315775, 166075.432823778)))"
2016-04-29,540000,2132,NA,NA,MCCLINTOCK,RD,NA,1805,1936,1,1,3,AC-CENTRAL,IMP,0,FACE BRICK,03101,"list(list(c(444870.082557077, 444852.617482147, 444877.946412803, 444894.862656135, 444870.082557077, 164362.447301806, 164374.212605335, 164412.342971097, 164401.034868481, 164362.447301806)))"
2016-08-02,215000,8516,NA,NA,CASTLEKEEP,RD,NA,1979,1972,2,0,3,AC-CENTRAL,IMP,0,FACE BRICK,03108,"list(list(c(439789.598749609, 439776.26391344, 439750.316047041, 439764.605290122, 439789.598749609, 149756.920250753, 149713.58370008, 149722.020580948, 149765.359989129, 149756.920250753)))"
2018-04-06,105000,3215,NA,NA,GRAYMONT,DR,NA,988,1956,1,0,2,AC-NONE,IMP,0,FACE BRICK,03105,"list(list(c(438184.677329201, 438184.098229201, 438128.411129198, 438128.6245292, 438186.384229199, 438184.677329201, 162847.466259405, 162841.949359405, 162841.827459403, 162862.767259403, 162863.437859403, 162847.466259405)))"
2013-09-12,205000,711,NA,NA,BETHUNE,PL,NA,2106,1979,2,1,4,AC-CENTRAL,IMP,0,FACE BRICK,03107,"list(list(c(450459.75997643, 450426.077405945, 450426.262389438, 450428.030232972, 450483.534423979, 450482.467621845, 450482.284741481, 450481.979940872, 450481.675140262, 450481.30937953, 450480.943618797, 450480.516897947, 450480.029216969, 450479.541535995, 450479.023374958, 450478.474733861, 450477.865132643, 450477.255531423, 450476.584970081, 450475.944888803, 450475.213367338, 450474.512325937, 450473.750324413, 450472.988322889, 450472.165361242, 450470.793758499, 450469.940316792, 450469.056395023, 
450468.202953317, 450467.410471734, 450466.648470209, 450465.886468686, 450465.154947221, 450464.484385879, 450463.844304601, 450463.234703381, 450462.655582221, 450462.106941125, 450461.649740211, 450461.253499419, 450460.857258628, 450460.521977955, 450460.247657408, 450460.034296981, 450459.820936552, 450459.75997643, 154359.165615241, 154358.617919029, 154363.097543107, 154404.672346259, 154389.340875595, 154385.774708464, 154385.043186999, 154384.18974529, 154383.305823521, 154382.482861875, 
154381.659900234, 154380.836938586, 154380.044457, 154379.282455474, 154378.550934016, 154377.819412549, 154377.118371149, 154376.447809807, 154375.807728526, 154375.167647246, 154374.588526092, 154374.039884996, 154373.521723956, 154373.00356292, 154372.546362005, 154372.241561396, 154371.967240843, 154371.631960178, 154371.266199443, 154370.839478591, 154370.351797613, 154369.864116641, 154369.284995483, 154368.675394262, 154368.035312983, 154367.36475164, 154366.633230179, 154365.901708713, 154365.109227128, 
154364.286265485, 154363.463303843, 154362.609862134, 154361.725940366, 154360.842018596, 154359.958096831, 154359.165615241)))"
2020-01-28,286000,20122,NA,NA,LAMP LIGHTERS,WY,NA,1848,2015,2,1,3,AC-CENTRAL,IMP,0.047,HARDIPLANK,03106,"list(list(c(441495.594029201, 441495.496029199, 441477.118529201, 441468.8597292, 441466.5874292, 441475.996229199, 441495.594029201, 193604.394059408, 193597.688959406, 193597.955059405, 193594.980259403, 193601.289059405, 193604.678059403, 193604.394059408)))"
2022-06-02,410000,1841,NA,NA,SWAN,DR,NA,2419,2014,2,1,5,AC-CENTRAL,IMP,0.1943,"ALUM,VINYL",03106,"list(list(c(436108.2933292, 436110.122129202, 436109.969729201, 436074.801829198, 436075.222429198, 436075.853229197, 436077.088029199, 436078.906529199, 436081.278829198, 436108.2933292, 175745.841659405, 175744.317659405, 175734.771359402, 175735.478459403, 175751.023259406, 175755.783559404, 175760.423959404, 175764.868159407, 175769.043159401, 175745.841659405)))"
2018-12-18,247500,17939,NA,NA,CROSSING,CR,NA,2042,2005,2,1,3,AC-CENTRAL,IMP,0.204,"ALUM,VINYL",03106,"list(list(c(442049.884329198, 442046.988729198, 442043.988329198, 442040.697429199, 442037.198129202, 442033.5775292, 442020.6631292, 442043.7517292, 442049.884329198, 190690.575259402, 190693.071559401, 190695.154959402, 190696.740159405, 190697.787659401, 190698.271459402, 190736.258759402, 190744.183559405, 190690.575259402)))"
2017-02-21,125000,8017,NA,NA,STONEHAM,CT,NA,1461,2000,2,1,2,AC-CENTRAL,IMP,0.035,"ALUM,VINYL",03107,"list(list(c(452230.3349292, 452248.4339292, 452250.719929202, 452232.507929198, 452230.3349292, 157509.899959407, 157515.593659404, 157508.241859405, 157502.706659404, 157509.899959407)))"
2017-04-24,240000,13556,NA,NA,ALDENBROOK,DR,NA,2152,2004,2,1,3,AC-CENTRAL,IMP,0.094,"ALUM,VINYL",03106,"list(list(c(442429.970829202, 442437.286029198, 442425.057429198, 442417.894629198, 442429.970829202, 184499.8463594, 184470.432859403, 184467.424659406, 184496.913959403, 184499.8463594)))"
2019-12-19,170000,3638,NA,NA,REDSTONES,RD,NA,1120,1986,1,0,2,AC-CENTRAL,IMP,0,"ALUM,VINYL",03101,"list(list(c(451893.2676292, 451885.6171292, 451840.2628292, 451842.344329198, 451844.012629201, 451845.2615292, 451893.2676292, 160000.780959404, 159979.810659404, 159989.015659406, 159995.696159402, 160002.491559404, 160009.376359402, 160000.780959404)))"
2015-01-30,145000,8217,NA,NA,ESCAFLOWNE,AV,NA,2294,2005,2,1,3,AC-CENTRAL,IMP,0.142,"ALUM,VINYL",03106,"list(c(440204.127769167, 440169.112275133, 440167.664472237, 440202.679966271, 440204.127769167, 177713.765564441, 177710.662694236, 177727.045727004, 177730.169933253, 177713.765564441))"
2013-03-28,113000,10425,NA,NA,ROSEMALLOW,RD,NA,1640,1995,2,1,3,AC-CENTRAL,IMP,0,MASONITE,03107,"list(list(c(454776.163329239, 454766.7449904, 454755.162567235, 454760.801378513, 454774.639326191, 454785.06350704, 454784.545346003, 454784.271025453, 454783.996704906, 454783.722384356, 454783.509023928, 454783.234703383, 454783.021342955, 454781.98502088, 454781.405899725, 454780.765818442, 454780.125737164, 454779.394215699, 454778.632214175, 454777.839732591, 454777.016770945, 454776.163329239, 173313.709684328, 173311.393199699, 173350.956318824, 173352.632722176, 173361.685300285, 173326.084589085, 
173324.743466397, 173323.890024692, 173323.006102926, 173322.122181158, 173321.238259387, 173320.354337618, 173319.470415856, 173317.976892865, 173317.275851463, 173316.605290122, 173315.995688904, 173315.447047808, 173314.92888677, 173314.471685851, 173314.044965005, 173313.709684328)))"
